Ref_Date,GEO,STAT,SUMMARY,Value
2012,New Brunswick,Average expenditure per household,Cigarettes,466
2013,New Brunswick,Average expenditure per household,Cigarettes,428
2010,New Brunswick,Average expenditure per household,Other tobacco products and smokers' supplies,84
2011,New Brunswick,Average expenditure per household,Other tobacco products and smokers' supplies,36
2012,New Brunswick,Average expenditure per household,Other tobacco products and smokers' supplies,F
2013,New Brunswick,Average expenditure per household,Other tobacco products and smokers' supplies,92
2010,New Brunswick,Average expenditure per household,Alcoholic beverages served on licensed premises and in restaurants,97
2011,New Brunswick,Average expenditure per household,Alcoholic beverages served on licensed premises and in restaurants,150
2012,New Brunswick,Average expenditure per household,Alcoholic beverages served on licensed premises and in restaurants,97
2013,New Brunswick,Average expenditure per household,Alcoholic beverages served on licensed premises and in restaurants,137
2010,New Brunswick,Average expenditure per household,Alcoholic beverages purchased from stores,409
2011,New Brunswick,Average expenditure per household,Alcoholic beverages purchased from stores,498
2012,New Brunswick,Average expenditure per household,Alcoholic beverages purchased from stores,457
2013,New Brunswick,Average expenditure per household,Alcoholic beverages purchased from stores,372
2010,New Brunswick,Average expenditure per household,Self-made alcoholic beverages,F
2011,New Brunswick,Average expenditure per household,Self-made alcoholic beverages,F
2012,New Brunswick,Average expenditure per household,Self-made alcoholic beverages,F
2013,New Brunswick,Average expenditure per household,Self-made alcoholic beverages,F
2010,New Brunswick,Average expenditure per household,"Casinos, bingos and gaming machines",F
2011,New Brunswick,Average expenditure per household,"Casinos, bingos and gaming machines",58
2012,New Brunswick,Average expenditure per household,"Casinos, bingos and gaming machines",F
2013,New Brunswick,Average expenditure per household,"Casinos, bingos and gaming machines",F
2010,New Brunswick,Average expenditure per household,Non-government lotteries and raffle tickets,17
2011,New Brunswick,Average expenditure per household,Non-government lotteries and raffle tickets,12
2012,New Brunswick,Average expenditure per household,Non-government lotteries and raffle tickets,10
2013,New Brunswick,Average expenditure per household,Non-government lotteries and raffle tickets,17
2010,New Brunswick,Average expenditure per household,Service charges for banks and other financial institutions,112
2011,New Brunswick,Average expenditure per household,Service charges for banks and other financial institutions,198
2012,New Brunswick,Average expenditure per household,Service charges for banks and other financial institutions,167
2013,New Brunswick,Average expenditure per household,Service charges for banks and other financial institutions,192
2010,New Brunswick,Average expenditure per household,Stock and bond commissions,21
2011,New Brunswick,Average expenditure per household,Stock and bond commissions,49
2012,New Brunswick,Average expenditure per household,Stock and bond commissions,64
2013,New Brunswick,Average expenditure per household,Stock and bond commissions,38
2010,New Brunswick,Average expenditure per household,Brokerage fees and other similar services,17
2011,New Brunswick,Average expenditure per household,Brokerage fees and other similar services,11
2012,New Brunswick,Average expenditure per household,Brokerage fees and other similar services,33
2013,New Brunswick,Average expenditure per household,Brokerage fees and other similar services,95
2010,New Brunswick,Average expenditure per household,Other financial services,83
2011,New Brunswick,Average expenditure per household,Other financial services,104
2012,New Brunswick,Average expenditure per household,Other financial services,117
2013,New Brunswick,Average expenditure per household,Other financial services,94
2010,New Brunswick,Average expenditure per household,"Forfeit of deposits, fines, and money lost or stolen",48
2011,New Brunswick,Average expenditure per household,"Forfeit of deposits, fines, and money lost or stolen",25
2012,New Brunswick,Average expenditure per household,"Forfeit of deposits, fines, and money lost or stolen",27
2013,New Brunswick,Average expenditure per household,"Forfeit of deposits, fines, and money lost or stolen",31
2010,New Brunswick,Average expenditure per household,Legal services not related to dwellings,136
2011,New Brunswick,Average expenditure per household,Legal services not related to dwellings,96
2012,New Brunswick,Average expenditure per household,Legal services not related to dwellings,150
2013,New Brunswick,Average expenditure per household,Legal services not related to dwellings,69
2010,New Brunswick,Average expenditure per household,Dues to unions and professional associations,228
2011,New Brunswick,Average expenditure per household,Dues to unions and professional associations,245
2012,New Brunswick,Average expenditure per household,Dues to unions and professional associations,233
2013,New Brunswick,Average expenditure per household,Dues to unions and professional associations,271
2010,New Brunswick,Average expenditure per household,Contributions and dues for social clubs and other organizations,24
2011,New Brunswick,Average expenditure per household,Contributions and dues for social clubs and other organizations,40
2012,New Brunswick,Average expenditure per household,Contributions and dues for social clubs and other organizations,22
2013,New Brunswick,Average expenditure per household,Contributions and dues for social clubs and other organizations,43
2010,New Brunswick,Average expenditure per household,Funeral services,139
2011,New Brunswick,Average expenditure per household,Funeral services,152
2012,New Brunswick,Average expenditure per household,Funeral services,155
